GR_ID,PO_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty
GR03449,PO03449,2022-08-23,260,3
GR03450,PO03450,2024-11-08,518,10
GR03451,PO03451,2023-04-29,778,10
GR03452,PO03452,2022-09-30,168,3
GR03453,PO03453,2023-03-28,367,3
GR03454,PO03454,2022-06-26,752,26
GR03455,PO03455,2024-10-23,387,7
GR03456,PO03456,2023-07-27,955,5
GR03457,PO03457,2023-02-22,154,6
GR03458,PO03458,2022-06-06,831,10
GR03459,PO03459,2023-08-27,73,0
GR03460,PO03460,2024-11-22,701,6
GR03461,PO03461,2024-11-04,376,4
GR03462,PO03462,2022-10-07,247,3
GR03463,PO03463,2022-04-09,328,5
GR03464,PO03464,2023-09-23,371,7
GR03465,PO03465,2024-09-08,736,10
GR03466,PO03466,2023-05-20,326,2
GR03467,PO03467,2025-01-15,209,1
GR03468,PO03468,2023-01-20,164,2
GR03469,PO03469,2023-11-21,686,9
GR03470,PO03470,2024-11-19,149,3
GR03471,PO03471,2022-06-17,601,9
GR03472,PO03472,2025-01-24,609,26
GR03473,PO03473,2022-06-15,322,1
GR03474,PO03474,2022-01-24,766,6
GR03475,PO03475,2022-12-14,632,3
GR03476,PO03476,2024-01-19,224,0
GR03477,PO03477,2022-05-28,368,5
GR03478,PO03478,2022-08-02,599,11
GR03479,PO03479,2024-07-18,98,1
GR03480,PO03480,2023-01-13,77,0
GR03481,PO03481,2024-03-28,969,6
GR03482,PO03482,2024-12-19,158,0
GR03483,PO03483,2023-12-07,101,1
GR03484,PO03484,2022-01-27,482,3
GR03485,PO03485,2022-02-11,231,1
GR03486,PO03486,2024-12-24,680,4
GR03487,PO03487,2023-07-18,366,9
GR03488,PO03488,2022-07-14,885,9
GR03489,PO03489,2023-11-13,776,13
GR03490,PO03490,2024-12-26,127,1
GR03491,PO03491,2022-08-08,631,11
GR03492,PO03492,2024-02-07,141,2
GR03493,PO03493,2022-05-09,145,2
GR03494,PO03494,2023-01-05,366,2
GR03495,PO03495,2023-09-07,526,7
GR03496,PO03496,2022-05-28,275,4
GR03497,PO03497,2022-07-01,928,18
GR03498,PO03498,2022-07-04,982,10
GR03499,PO03499,2023-06-08,451,18
GR03500,PO03500,2023-08-12,763,7
GR03501,PO03501,2023-04-22,853,9
GR03502,PO03502,2022-08-18,512,6
GR03503,PO03503,2023-09-02,80,1
GR03504,PO03504,2022-08-15,535,5
GR03505,PO03505,2024-10-20,405,7
GR03506,PO03506,2024-11-26,518,7
GR03507,PO03507,2022-08-24,338,1
GR03508,PO03508,2022-05-20,667,13
GR03509,PO03509,2024-05-02,565,7
GR03510,PO03510,2024-06-21,463,5
GR03511,PO03511,2022-02-08,379,3
GR03512,PO03512,2024-08-26,859,9
GR03513,PO03513,2024-10-28,590,3
GR03514,PO03514,2022-09-30,460,5
GR03515,PO03515,2023-12-05,289,4
GR03516,PO03516,2023-07-11,609,2
GR03517,PO03517,2022-12-11,538,2
GR03518,PO03518,2024-09-13,115,1
GR03519,PO03519,2022-08-30,263,5
GR03520,PO03520,2023-10-15,849,2
GR03521,PO03521,2024-09-01,627,1
GR03522,PO03522,2024-12-09,606,3
GR03523,PO03523,2023-11-30,224,0
GR03524,PO03524,2022-12-25,803,15
GR03525,PO03525,2022-06-03,162,1
GR03526,PO03526,2022-06-21,380,5
GR03527,PO03527,2022-08-30,887,11
GR03528,PO03528,2022-07-18,229,3
GR03529,PO03529,2024-07-24,461,6
GR03530,PO03530,2023-09-15,659,3
GR03531,PO03531,2023-07-28,746,6
GR03532,PO03532,2023-11-14,380,5
GR03533,PO03533,2023-05-17,709,9
GR03534,PO03534,2022-09-03,140,1
GR03535,PO03535,2023-02-17,884,11
GR03536,PO03536,2023-04-06,956,9
GR03537,PO03537,2024-10-18,824,14
GR03538,PO03538,2022-06-06,724,12
GR03539,PO03539,2023-02-14,510,8
GR03540,PO03540,2024-05-19,348,6
GR03541,PO03541,2024-08-03,679,6
GR03542,PO03542,2024-07-27,247,3
GR03543,PO03543,2024-08-31,743,9
GR03544,PO03544,2023-04-01,353,5
GR03545,PO03545,2025-01-03,988,17
GR03546,PO03546,2022-02-24,784,2
GR03547,PO03547,2024-11-23,137,4
GR03548,PO03548,2023-05-04,675,8
GR03549,PO03549,2022-12-24,458,15
GR03550,PO03550,2024-04-13,918,9
GR03551,PO03551,2024-08-14,112,1
GR03552,PO03552,2024-04-07,969,27
GR03553,PO03553,2022-11-17,48,0
GR03554,PO03554,2023-09-28,162,4
GR03555,PO03555,2023-04-22,936,4
GR03556,PO03556,2024-10-07,285,0
GR03557,PO03557,2022-04-11,768,7
GR03558,PO03558,2023-02-04,689,4
GR03559,PO03559,2024-02-23,777,6
GR03560,PO03560,2023-09-01,465,8
GR03561,PO03561,2022-07-09,494,8
GR03562,PO03562,2023-01-19,261,3
GR03563,PO03563,2024-03-05,533,5
GR03564,PO03564,2024-10-13,240,1
GR03565,PO03565,2024-07-20,908,4
GR03566,PO03566,2022-05-28,905,37
GR03567,PO03567,2024-04-22,206,1
GR03568,PO03568,2022-02-02,942,8
GR03569,PO03569,2023-08-14,187,2
GR03570,PO03570,2023-05-27,118,1
GR03571,PO03571,2022-08-01,192,0
GR03572,PO03572,2023-09-07,721,5
GR03573,PO03573,2024-06-18,189,1
GR03574,PO03574,2023-10-26,186,3
GR03575,PO03575,2023-08-14,927,6
GR03576,PO03576,2024-05-13,961,17
GR03577,PO03577,2024-12-12,687,2
GR03578,PO03578,2022-10-11,512,3
GR03579,PO03579,2024-02-05,483,21
GR03580,PO03580,2022-05-02,438,2
GR03581,PO03581,2022-03-03,280,11
GR03582,PO03582,2024-07-17,480,3
GR03583,PO03583,2022-05-11,641,9
GR03584,PO03584,2022-02-05,913,8
GR03585,PO03585,2023-02-23,776,0
GR03586,PO03586,2023-01-04,325,6
GR03587,PO03587,2022-03-24,995,13
GR03588,PO03588,2022-04-18,640,9
GR03589,PO03589,2023-10-13,84,3
GR03590,PO03590,2024-04-01,630,18
GR03591,PO03591,2023-04-03,768,14
GR03592,PO03592,2024-10-05,163,3
GR03593,PO03593,2024-02-28,753,8
GR03594,PO03594,2023-10-18,193,1
GR03595,PO03595,2023-11-17,927,11
GR03596,PO03596,2025-01-15,523,3
GR03597,PO03597,2023-10-12,126,0
GR03598,PO03598,2022-06-02,958,5
GR03599,PO03599,2024-09-29,301,4
GR03600,PO03600,2024-04-23,695,11
GR03601,PO03601,2024-05-10,749,8
GR03602,PO03602,2024-08-23,863,5
GR03603,PO03603,2022-09-21,677,7
GR03604,PO03604,2023-04-06,975,12
GR03605,PO03605,2022-05-21,596,6
GR03606,PO03606,2023-05-18,528,3
GR03607,PO03607,2022-05-18,569,10
GR03608,PO03608,2024-03-20,634,5
GR03609,PO03609,2022-11-24,478,3
GR03610,PO03610,2022-09-26,863,32
GR03611,PO03611,2024-05-02,346,6
GR03612,PO03612,2023-06-08,83,0
GR03613,PO03613,2023-09-21,791,7
GR03614,PO03614,2024-07-23,111,2
GR03615,PO03615,2024-09-27,640,5
GR03616,PO03616,2024-10-21,635,5
GR03617,PO03617,2024-12-18,722,7
GR03618,PO03618,2024-10-14,877,9
GR03619,PO03619,2022-04-20,339,0
GR03620,PO03620,2023-05-12,133,2
GR03621,PO03621,2025-01-19,562,10
GR03622,PO03622,2023-12-06,919,4
GR03623,PO03623,2023-01-28,305,4
GR03624,PO03624,2022-04-30,679,11
GR03625,PO03625,2023-02-07,330,4
GR03626,PO03626,2022-06-12,59,0
GR03627,PO03627,2023-12-05,668,6
GR03628,PO03628,2022-07-14,978,18
GR03629,PO03629,2023-12-29,721,4
GR03630,PO03630,2024-08-19,423,7
GR03631,PO03631,2024-08-20,312,1
GR03632,PO03632,2022-04-05,544,0
GR03633,PO03633,2023-05-15,864,13
GR03634,PO03634,2024-11-28,929,9
GR03635,PO03635,2024-11-14,401,9
GR03636,PO03636,2022-10-10,196,2
GR03637,PO03637,2022-07-29,907,12
GR03638,PO03638,2022-02-03,816,14
GR03639,PO03639,2022-08-25,833,16
GR03640,PO03640,2025-01-05,289,4
GR03641,PO03641,2022-01-27,789,7
GR03642,PO03642,2022-09-28,261,2
GR03643,PO03643,2024-03-18,104,3
GR03644,PO03644,2023-07-20,823,8
GR03645,PO03645,2024-04-16,101,1
GR03646,PO03646,2024-03-29,525,2
GR03647,PO03647,2023-03-07,534,8
GR03648,PO03648,2022-10-13,537,7
GR03649,PO03649,2023-08-14,289,1
GR03650,PO03650,2022-07-29,745,7
GR03651,PO03651,2023-03-04,533,3
GR03652,PO03652,2022-07-27,194,1
GR03653,PO03653,2022-03-16,937,14
GR03654,PO03654,2023-06-19,57,0
GR03655,PO03655,2023-11-16,998,6
GR03656,PO03656,2023-03-11,440,4
GR03657,PO03657,2024-04-08,588,7
GR03658,PO03658,2022-05-12,149,4
GR03659,PO03659,2023-02-26,701,5
GR03660,PO03660,2024-07-19,911,44
GR03661,PO03661,2024-09-16,674,2
GR03662,PO03662,2022-05-21,393,6
GR03663,PO03663,2024-03-02,322,1
GR03664,PO03664,2024-01-03,308,5
GR03665,PO03665,2024-04-02,521,9
GR03666,PO03666,2023-07-22,799,1
GR03667,PO03667,2022-04-17,581,10
GR03668,PO03668,2024-02-22,743,4
GR03669,PO03669,2024-06-16,369,4
GR03670,PO03670,2022-10-13,733,6
GR03671,PO03671,2023-08-18,897,10
GR03672,PO03672,2022-09-22,62,0
GR03673,PO03673,2023-02-25,146,1
GR03674,PO03674,2022-07-03,156,1
GR03675,PO03675,2024-06-19,409,6
GR03676,PO03676,2024-11-26,792,15
GR03677,PO03677,2022-07-15,302,4
GR03678,PO03678,2023-01-15,83,0
GR03679,PO03679,2024-03-07,683,2
GR03680,PO03680,2022-01-13,104,1
GR03681,PO03681,2022-04-08,659,8
GR03682,PO03682,2022-02-18,770,9
GR03683,PO03683,2023-02-12,138,0
GR03684,PO03684,2022-04-10,432,7
GR03685,PO03685,2024-01-18,967,12
GR03686,PO03686,2023-08-19,758,13
GR03687,PO03687,2023-09-03,307,3
GR03688,PO03688,2022-09-07,528,4
GR03689,PO03689,2022-10-26,700,13
GR03690,PO03690,2022-03-13,993,9
GR03691,PO03691,2024-05-29,837,9
GR03692,PO03692,2024-10-29,758,7
GR03693,PO03693,2023-10-27,313,4
GR03694,PO03694,2022-12-30,845,2
GR03695,PO03695,2023-06-08,328,4
GR03696,PO03696,2023-02-16,440,4
GR03697,PO03697,2023-10-24,388,5
GR03698,PO03698,2023-06-07,313,6
GR03699,PO03699,2023-03-27,227,2
GR03700,PO03700,2022-05-07,120,0
GR03701,PO03701,2024-06-21,998,16
GR03702,PO03702,2023-08-26,671,7
GR03703,PO03703,2022-07-31,228,2
GR03704,PO03704,2024-03-07,159,2
GR03705,PO03705,2024-12-05,601,11
GR03706,PO03706,2022-04-08,272,1
GR03707,PO03707,2022-11-04,984,5
GR03708,PO03708,2022-12-23,777,5
GR03709,PO03709,2024-04-10,154,0
GR03710,PO03710,2022-04-16,119,5
GR03711,PO03711,2023-10-09,634,4
GR03712,PO03712,2022-05-17,842,7
GR03713,PO03713,2024-01-03,67,1
GR03714,PO03714,2023-03-28,199,1
GR03715,PO03715,2023-05-19,86,0
GR03716,PO03716,2023-06-06,319,5
GR03717,PO03717,2022-06-06,765,11
GR03718,PO03718,2024-05-18,974,8
GR03719,PO03719,2024-01-09,635,12
GR03720,PO03720,2022-02-04,576,4
GR03721,PO03721,2023-08-12,539,10
GR03722,PO03722,2022-11-21,462,2
GR03723,PO03723,2023-04-22,599,3
GR03724,PO03724,2024-06-04,51,0
GR03725,PO03725,2023-04-27,750,9
GR03726,PO03726,2024-09-06,169,3
GR03727,PO03727,2023-01-22,415,7
GR03728,PO03728,2023-12-30,746,10
GR03729,PO03729,2023-08-21,457,8
GR03730,PO03730,2024-08-01,697,12
GR03731,PO03731,2024-02-15,423,5
GR03732,PO03732,2022-11-09,920,8
GR03733,PO03733,2024-05-05,131,0
GR03734,PO03734,2023-02-02,827,7
GR03735,PO03735,2022-09-07,713,4
GR03736,PO03736,2022-02-04,229,4
GR03737,PO03737,2023-10-28,442,21
GR03738,PO03738,2022-03-03,351,5
GR03739,PO03739,2023-01-09,967,5
GR03740,PO03740,2024-05-16,693,3
GR03741,PO03741,2023-07-27,548,22
GR03742,PO03742,2024-09-23,953,15
GR03743,PO03743,2024-12-25,797,7
GR03744,PO03744,2022-02-10,190,1
GR03745,PO03745,2023-07-01,245,12
GR03746,PO03746,2022-01-09,784,3
GR03747,PO03747,2024-10-29,545,2
GR03748,PO03748,2023-08-19,114,1
GR03749,PO03749,2023-05-02,706,10
GR03750,PO03750,2022-07-02,558,2
GR03751,PO03751,2022-11-29,899,14
GR03752,PO03752,2024-04-10,64,1
GR03753,PO03753,2023-02-07,395,18
GR03754,PO03754,2023-11-09,392,4
GR03755,PO03755,2024-03-02,462,16
GR03756,PO03756,2022-05-02,264,2
GR03757,PO03757,2022-09-09,514,3
GR03758,PO03758,2023-03-21,197,3
GR03759,PO03759,2022-06-04,997,10
GR03760,PO03760,2022-04-03,84,0
GR03761,PO03761,2023-01-20,548,9
GR03762,PO03762,2024-03-26,531,2
GR03763,PO03763,2023-11-03,294,14
GR03764,PO03764,2025-01-20,61,1
GR03765,PO03765,2023-08-21,693,9
GR03766,PO03766,2024-01-13,972,17
GR03767,PO03767,2022-06-03,890,10
GR03768,PO03768,2024-07-20,517,3
GR03769,PO03769,2022-06-12,905,4
GR03770,PO03770,2024-03-19,887,17
GR03771,PO03771,2022-08-26,162,2
GR03772,PO03772,2024-10-03,657,8
GR03773,PO03773,2023-09-15,112,0
GR03774,PO03774,2022-05-23,485,4
GR03775,PO03775,2024-07-16,875,5
GR03776,PO03776,2024-06-28,379,6
GR03777,PO03777,2022-05-05,750,5
GR03778,PO03778,2023-11-17,185,1
GR03779,PO03779,2024-11-11,902,15
GR03780,PO03780,2022-08-21,831,13
GR03781,PO03781,2023-02-03,656,18
GR03782,PO03782,2023-04-12,388,7
GR03783,PO03783,2023-03-07,171,1
GR03784,PO03784,2023-05-30,194,3
GR03785,PO03785,2023-09-23,218,3
GR03786,PO03786,2025-01-30,612,26
GR03787,PO03787,2023-06-08,498,1
GR03788,PO03788,2023-05-21,992,1
GR03789,PO03789,2024-01-06,185,5
GR03790,PO03790,2023-03-25,858,13
GR03791,PO03791,2023-01-11,842,15
GR03792,PO03792,2022-05-11,62,0
GR03793,PO03793,2022-11-28,129,1
GR03794,PO03794,2022-08-24,54,0
GR03795,PO03795,2024-07-13,998,8
GR03796,PO03796,2022-06-27,773,13
GR03797,PO03797,2022-09-12,475,3
GR03798,PO03798,2022-06-29,756,13
GR03799,PO03799,2022-10-08,259,3
GR03800,PO03800,2023-12-20,704,12
GR03801,PO03801,2024-01-15,585,10
GR03802,PO03802,2023-05-14,469,5
GR03803,PO03803,2023-10-05,227,0
GR03804,PO03804,2022-08-09,655,16
GR03805,PO03805,2024-04-30,780,11
GR03806,PO03806,2023-07-27,676,3
GR03807,PO03807,2022-11-26,687,5
GR03808,PO03808,2023-12-25,403,2
GR03809,PO03809,2023-05-18,50,0
GR03810,PO03810,2023-12-29,244,0
GR03811,PO03811,2023-03-12,591,11
GR03812,PO03812,2022-08-01,680,12
GR03813,PO03813,2022-06-21,928,25
GR03814,PO03814,2022-09-14,565,9
GR03815,PO03815,2024-12-16,520,6
GR03816,PO03816,2023-05-16,328,3
GR03817,PO03817,2025-01-23,245,4
GR03818,PO03818,2025-01-12,863,14
GR03819,PO03819,2024-08-20,751,11
GR03820,PO03820,2022-03-18,559,7
GR03821,PO03821,2022-12-18,208,3
GR03822,PO03822,2023-06-27,103,4
GR03823,PO03823,2022-09-23,336,16
GR03824,PO03824,2022-06-15,492,3
GR03825,PO03825,2023-02-16,388,3
GR03826,PO03826,2023-07-21,94,1
GR03827,PO03827,2023-10-05,804,15
GR03828,PO03828,2024-04-05,994,15
GR03829,PO03829,2022-03-31,227,3
GR03830,PO03830,2024-12-01,850,7
GR03831,PO03831,2023-04-15,543,1
GR03832,PO03832,2023-03-12,168,8
GR03833,PO03833,2022-10-21,961,5
GR03834,PO03834,2022-02-26,785,3
GR03835,PO03835,2023-10-03,655,4
GR03836,PO03836,2023-12-22,475,6
GR03837,PO03837,2024-06-07,813,16
GR03838,PO03838,2024-05-20,285,3
GR03839,PO03839,2023-02-21,381,3
GR03840,PO03840,2022-06-12,147,1
GR03841,PO03841,2023-12-30,805,2
GR03842,PO03842,2022-06-28,938,7
GR03843,PO03843,2022-08-30,429,2
GR03844,PO03844,2022-07-22,123,1
GR03845,PO03845,2022-01-31,645,11
GR03846,PO03846,2022-04-19,100,0
GR03847,PO03847,2022-12-27,196,1
GR03848,PO03848,2022-08-17,999,16
GR03849,PO03849,2022-11-18,231,4
GR03850,PO03850,2023-09-25,432,8
GR03851,PO03851,2023-08-29,515,7
GR03852,PO03852,2024-12-26,694,10
GR03853,PO03853,2024-10-10,323,9
GR03854,PO03854,2024-10-20,390,4
GR03855,PO03855,2022-06-04,79,0
GR03856,PO03856,2024-07-22,337,5
GR03857,PO03857,2024-07-26,163,2
GR03858,PO03858,2023-02-21,517,7
GR03859,PO03859,2022-05-22,224,3
GR03860,PO03860,2022-02-09,270,2
GR03861,PO03861,2022-04-24,666,11
GR03862,PO03862,2022-11-18,858,4
GR03863,PO03863,2024-10-16,640,6
GR03864,PO03864,2023-11-30,133,1
GR03865,PO03865,2022-08-13,926,15
GR03866,PO03866,2022-06-18,545,9
GR03867,PO03867,2023-06-29,651,10
GR03868,PO03868,2022-07-23,903,16
GR03869,PO03869,2022-03-22,333,3
GR03870,PO03870,2024-01-11,797,4
GR03871,PO03871,2022-04-02,803,3
GR03872,PO03872,2022-09-29,303,0
GR03873,PO03873,2024-06-29,493,2
GR03874,PO03874,2023-11-13,961,6
GR03875,PO03875,2023-09-26,980,10
GR03876,PO03876,2024-03-03,472,7
GR03877,PO03877,2022-03-21,86,4
GR03878,PO03878,2023-08-29,800,8
GR03879,PO03879,2024-12-30,80,3
GR03880,PO03880,2023-11-09,589,2
GR03881,PO03881,2022-10-20,538,3
GR03882,PO03882,2023-07-28,511,8
GR03883,PO03883,2022-12-16,295,3
GR03884,PO03884,2022-10-27,617,7
GR03885,PO03885,2023-03-30,759,8
GR03886,PO03886,2023-04-02,269,3
GR03887,PO03887,2023-12-20,417,4
GR03888,PO03888,2022-09-02,294,3
GR03889,PO03889,2022-03-04,64,1
GR03890,PO03890,2024-08-26,734,4
GR03891,PO03891,2024-09-12,211,2
GR03892,PO03892,2024-09-01,926,11
GR03893,PO03893,2023-01-24,512,0
GR03894,PO03894,2024-10-21,840,16
GR03895,PO03895,2023-05-04,941,14
GR03896,PO03896,2024-03-13,234,1
GR03897,PO03897,2023-11-08,689,14
GR03898,PO03898,2024-05-24,765,7
GR03899,PO03899,2024-02-10,929,18
GR03900,PO03900,2022-04-28,441,7
GR03901,PO03901,2022-05-24,593,3
GR03902,PO03902,2023-04-13,350,8
GR03903,PO03903,2023-09-01,816,2
GR03904,PO03904,2022-08-25,761,5
GR03905,PO03905,2023-10-29,634,5
GR03906,PO03906,2022-12-03,851,11
GR03907,PO03907,2024-10-07,680,5
GR03908,PO03908,2024-04-07,803,4
GR03909,PO03909,2023-02-19,576,5
GR03910,PO03910,2024-10-14,958,19
GR03911,PO03911,2024-05-21,163,1
GR03912,PO03912,2022-02-15,422,4
GR03913,PO03913,2023-09-05,682,8
GR03914,PO03914,2023-08-13,420,9
GR03915,PO03915,2024-02-17,226,6
GR03916,PO03916,2024-05-20,623,8
GR03917,PO03917,2024-02-19,187,1
GR03918,PO03918,2023-07-01,294,2
GR03919,PO03919,2024-06-09,164,1
GR03920,PO03920,2024-03-01,800,4
GR03921,PO03921,2023-06-11,820,12
GR03922,PO03922,2023-09-08,373,7
GR03923,PO03923,2023-03-26,968,46
GR03924,PO03924,2022-11-01,562,7
GR03925,PO03925,2022-02-26,332,1
GR03926,PO03926,2023-06-06,113,1
GR03927,PO03927,2024-08-23,399,13
GR03928,PO03928,2022-12-19,547,6
GR03929,PO03929,2022-03-23,584,27
GR03930,PO03930,2023-04-06,527,9
GR03931,PO03931,2022-04-15,740,14
GR03932,PO03932,2024-01-17,971,8
GR03933,PO03933,2024-04-20,510,5
GR03934,PO03934,2023-08-12,867,24
GR03935,PO03935,2024-07-22,238,1
GR03936,PO03936,2023-01-16,138,1
GR03937,PO03937,2022-09-14,447,3
GR03938,PO03938,2022-06-23,343,2
GR03939,PO03939,2023-02-14,158,2
GR03940,PO03940,2024-11-01,330,2
GR03941,PO03941,2023-02-04,758,11
GR03942,PO03942,2023-03-13,558,6
GR03943,PO03943,2024-05-04,941,11
GR03944,PO03944,2022-04-24,581,7
GR03945,PO03945,2022-12-14,347,0
GR03946,PO03946,2024-07-09,743,4
GR03947,PO03947,2023-09-11,181,1
GR03948,PO03948,2023-07-17,404,2
GR03949,PO03949,2022-10-20,501,4
GR03950,PO03950,2022-10-07,347,0
GR03951,PO03951,2023-01-24,113,0
GR03952,PO03952,2024-07-15,941,4
GR03953,PO03953,2023-05-22,904,5
GR03954,PO03954,2025-01-18,708,8
GR03955,PO03955,2023-07-23,468,8
GR03956,PO03956,2024-07-17,718,4
GR03957,PO03957,2022-02-26,547,6
GR03958,PO03958,2025-01-27,908,8
GR03959,PO03959,2025-01-03,516,5
GR03960,PO03960,2023-07-23,627,11
GR03961,PO03961,2024-06-28,969,12
GR03962,PO03962,2024-06-16,225,1
GR03963,PO03963,2022-09-08,278,3
GR03964,PO03964,2024-06-02,429,3
GR03965,PO03965,2022-11-03,837,4
GR03966,PO03966,2024-03-04,197,2
GR03967,PO03967,2024-05-26,339,6
GR03968,PO03968,2023-05-10,218,3
GR03969,PO03969,2022-10-16,778,6
GR03970,PO03970,2024-02-13,342,4
GR03971,PO03971,2022-03-16,229,2
GR03972,PO03972,2022-06-11,215,3
GR03973,PO03973,2022-04-09,166,0
GR03974,PO03974,2023-01-23,369,17
GR03975,PO03975,2024-08-16,499,9
GR03976,PO03976,2023-01-03,427,3
GR03977,PO03977,2022-02-16,259,4
GR03978,PO03978,2024-04-27,728,34
GR03979,PO03979,2024-01-30,402,3
GR03980,PO03980,2022-01-28,430,7
GR03981,PO03981,2023-06-10,599,5
GR03982,PO03982,2024-08-28,592,5
GR03983,PO03983,2022-11-29,170,2
GR03984,PO03984,2022-07-27,462,1
GR03985,PO03985,2023-06-29,834,4
GR03986,PO03986,2022-10-27,515,8
GR03987,PO03987,2023-06-02,205,1
GR03988,PO03988,2022-04-24,805,12
GR03989,PO03989,2022-02-14,568,6
GR03990,PO03990,2022-08-30,708,8
GR03991,PO03991,2024-07-19,531,3
GR03992,PO03992,2025-01-12,821,14
GR03993,PO03993,2022-08-31,866,12
GR03994,PO03994,2022-07-04,393,5
GR03995,PO03995,2024-04-21,796,5
GR03996,PO03996,2023-08-04,968,10
GR03997,PO03997,2022-05-29,191,5
GR03998,PO03998,2023-08-31,361,6
GR03999,PO03999,2025-01-06,460,0
GR04000,PO04000,2024-11-07,502,6
GR04001,PO04001,2023-10-13,144,5
GR04002,PO04002,2024-07-15,102,1
GR04003,PO04003,2022-07-02,645,8
GR04004,PO04004,2023-07-07,272,1
GR04005,PO04005,2023-05-07,247,4
GR04006,PO04006,2023-05-22,131,0
GR04007,PO04007,2022-08-09,919,13
GR04008,PO04008,2022-09-12,742,14
GR04009,PO04009,2023-11-20,573,3
GR04010,PO04010,2024-10-20,247,1
GR04011,PO04011,2024-02-15,373,6
GR04012,PO04012,2024-11-07,105,4
GR04013,PO04013,2023-06-11,457,16
GR04014,PO04014,2022-10-22,782,6
GR04015,PO04015,2024-06-07,427,4
GR04016,PO04016,2024-12-23,430,3
GR04017,PO04017,2024-09-01,341,3
GR04018,PO04018,2023-08-06,404,18
GR04019,PO04019,2023-01-08,506,5
GR04020,PO04020,2024-11-05,265,3
GR04021,PO04021,2024-07-10,807,16
GR04022,PO04022,2022-10-22,867,14
GR04023,PO04023,2023-08-17,342,2
GR04024,PO04024,2023-05-09,871,5
GR04025,PO04025,2024-12-22,795,3
GR04026,PO04026,2023-04-27,191,1
GR04027,PO04027,2022-07-24,195,3
GR04028,PO04028,2022-11-03,359,3
GR04029,PO04029,2022-01-16,938,10
GR04030,PO04030,2025-01-25,391,5
GR04031,PO04031,2024-07-02,650,10
GR04032,PO04032,2023-09-15,139,1
GR04033,PO04033,2024-06-26,467,9
GR04034,PO04034,2022-03-18,473,4
GR04035,PO04035,2022-10-27,617,3
GR04036,PO04036,2024-08-12,775,10
GR04037,PO04037,2023-06-09,250,3
GR04038,PO04038,2024-08-21,902,17
GR04039,PO04039,2022-12-20,343,2
GR04040,PO04040,2024-10-06,90,0
GR04041,PO04041,2024-06-20,902,8
GR04042,PO04042,2022-07-03,555,4
GR04043,PO04043,2024-02-26,277,2
GR04044,PO04044,2022-08-12,857,2
GR04045,PO04045,2023-06-21,207,2
GR04046,PO04046,2022-05-29,354,2
GR04047,PO04047,2023-01-17,176,1
GR04048,PO04048,2023-07-06,476,5
GR04049,PO04049,2023-05-30,550,6
GR04050,PO04050,2022-09-28,78,0
GR04051,PO04051,2024-10-14,828,14
GR04052,PO04052,2022-06-10,554,4
GR04053,PO04053,2024-11-27,659,10
GR04054,PO04054,2024-10-25,644,15
GR04055,PO04055,2023-06-15,625,3
GR04056,PO04056,2023-12-09,935,6
GR04057,PO04057,2022-02-13,692,6
GR04058,PO04058,2023-02-27,759,4
GR04059,PO04059,2022-12-21,430,2
GR04060,PO04060,2023-02-25,798,36
GR04061,PO04061,2024-12-17,913,1
GR04062,PO04062,2022-05-11,215,3
GR04063,PO04063,2023-07-23,199,2
GR04064,PO04064,2023-02-18,522,4
GR04065,PO04065,2022-07-15,412,7
GR04066,PO04066,2022-01-19,103,0
GR04067,PO04067,2022-04-07,418,5
GR04068,PO04068,2023-09-14,699,10
GR04069,PO04069,2023-12-10,99,2
GR04070,PO04070,2023-10-31,343,4
GR04071,PO04071,2022-10-16,699,6
GR04072,PO04072,2023-10-28,572,8
GR04073,PO04073,2024-03-02,833,5
GR04074,PO04074,2023-08-30,833,15
GR04075,PO04075,2023-07-26,660,10
GR04076,PO04076,2024-05-14,603,1
GR04077,PO04077,2023-08-25,939,10
GR04078,PO04078,2022-06-21,895,17
GR04079,PO04079,2024-02-10,323,2
GR04080,PO04080,2024-07-24,148,4
GR04081,PO04081,2024-10-19,643,11
GR04082,PO04082,2024-12-31,888,26
GR04083,PO04083,2023-01-10,60,0
GR04084,PO04084,2022-10-06,576,3
GR04085,PO04085,2023-12-18,429,6
GR04086,PO04086,2022-05-13,470,6
GR04087,PO04087,2022-03-05,992,15
GR04088,PO04088,2023-04-19,149,1
GR04089,PO04089,2022-03-03,205,2
GR04090,PO04090,2023-06-12,272,5
GR04091,PO04091,2023-03-04,863,9
GR04092,PO04092,2022-07-11,915,12
GR04093,PO04093,2022-05-07,778,7
GR04094,PO04094,2023-07-15,475,7
GR04095,PO04095,2022-10-10,984,10
GR04096,PO04096,2023-08-30,168,1
GR04097,PO04097,2022-10-02,993,7
GR04098,PO04098,2022-05-02,537,2
GR04099,PO04099,2024-05-27,364,11
GR04100,PO04100,2022-07-04,190,6
GR04101,PO04101,2023-06-18,958,7
GR04102,PO04102,2024-08-05,829,11
GR04103,PO04103,2024-08-18,226,3
GR04104,PO04104,2024-02-15,78,1
GR04105,PO04105,2025-01-24,277,5
GR04106,PO04106,2022-03-16,926,12
GR04107,PO04107,2023-11-26,754,3
GR04108,PO04108,2024-10-25,361,5
GR04109,PO04109,2022-10-11,259,1
GR04110,PO04110,2024-08-28,127,0
GR04111,PO04111,2023-11-22,755,1
GR04112,PO04112,2022-10-02,125,2
