PO_ID,Supplier_ID,Order_Date,Expected_Delivery_Date,Quantity_Ordered,GR_ID,Actual_Delivery_Date,Quantity_Received,Defect_Qty,Supplier_Name,Base_Price,Category,Region,Delay_Days,Lead_Time_Days,Fill_Rate,Defect_Rate,Is_Late,Order_Year,Order_Month,Order_Quarter,Supplier_Avg_LT,Supplier_Late_Rate,Supplier_Late_Severity,Supplier_Defect_Rate,Supplier_Reliability,Expected_Lead_Time
PO03810,SUP016,2023-12-21,2023-12-31,246,GR03810,2024-01-01,244,0,PD Setiawan,280.5,Services,Domestic,1,11,0.991869918699187,0.0,1,2023,12,4,10.652777777777779,0.2152777777777778,0.6527777777777778,0.0011655658082375165,0.7847222222222222,10
PO05284,SUP027,2023-12-21,2024-01-11,78,GR05284,2024-01-11,77,1,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9871794871794872,0.0129870129870129,0,2023,12,4,22.10810810810811,0.3108108108108108,1.1081081081081081,0.010657654923640379,0.6891891891891893,21
PO03151,SUP009,2023-12-21,2024-01-15,542,GR03151,2024-01-15,540,10,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,0.996309963099631,0.0185185185185185,0,2023,12,4,26.29559748427673,0.4088050314465409,1.2955974842767295,0.010949455818928682,0.5911949685534591,25
PO07249,SUP027,2023-12-21,2024-01-11,942,GR07249,2024-01-12,941,6,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,1,22,0.9989384288747346,0.0063761955366631,1,2023,12,4,22.100671140939596,0.3087248322147651,1.1006711409395973,0.010673288199233483,0.6912751677852349,21
PO02617,SUP024,2023-12-21,2024-01-15,447,GR02617,2024-01-18,447,22,Perum Sihotang Prabowo,129.96,Chemical,Europe,3,28,1.0,0.0492170022371364,1,2023,12,4,27.85496183206107,0.8549618320610687,2.854961832061069,0.032906539456310065,0.14503816793893132,25
PO06776,SUP035,2023-12-22,2024-01-01,935,GR06776,2024-01-04,933,7,Perum Kurniawan Utami,117.47,Services,Asia,3,13,0.9978609625668448,0.007502679528403,1,2023,12,4,10.96078431372549,0.30718954248366015,0.9607843137254902,0.010449900936692805,0.6928104575163399,10
PO06095,SUP024,2023-12-22,2024-01-16,667,GR06095,2024-01-19,665,17,Perum Sihotang Prabowo,129.96,Chemical,Europe,3,28,0.9970014992503748,0.025563909774436,1,2023,12,4,27.856060606060606,0.8560606060606061,2.856060606060606,0.03303010356828602,0.14393939393939392,25
PO07496,SUP025,2023-12-22,2024-01-01,901,GR07496,2024-01-01,898,9,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,0,10,0.9966703662597114,0.010022271714922,0,2023,12,4,11.053892215568862,0.31137724550898205,1.0538922155688624,0.010626361995845893,0.688622754491018,10
PO04485,SUP032,2023-12-22,2024-01-05,91,GR04485,2024-01-05,90,0,PT Zulaika,130.85,Packaging,Domestic,0,14,0.989010989010989,0.0,0,2023,12,4,15.079470198675496,0.271523178807947,1.0794701986754967,0.010572176022047975,0.7284768211920529,14
PO01575,SUP026,2023-12-22,2024-01-16,694,GR01575,2024-01-16,694,8,CV Prayoga Tbk,345.46,Chemical,Domestic,0,25,1.0,0.0115273775216138,0,2023,12,4,25.917910447761194,0.291044776119403,0.917910447761194,0.010257428748933132,0.708955223880597,25
PO03728,SUP022,2023-12-22,2023-12-29,748,GR03728,2024-01-04,746,10,PT Pradana (Persero) Tbk,140.82,Food,Europe,6,13,0.997326203208556,0.0134048257372654,1,2023,12,4,8.477941176470589,0.4632352941176471,1.4779411764705883,0.01124406114640216,0.5367647058823529,7
PO05900,SUP001,2023-12-22,2024-01-12,950,GR05900,2024-01-12,946,6,PT Saefullah,373.36,Electronic,Domestic,0,21,0.9957894736842106,0.0063424947145877,0,2023,12,4,22.00735294117647,0.29411764705882354,1.0073529411764706,0.011209163110496466,0.7058823529411764,21
PO04683,SUP027,2023-12-23,2024-01-13,837,GR04683,2024-01-13,835,6,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.997610513739546,0.0071856287425149,0,2023,12,4,22.1,0.31333333333333335,1.1,0.010644640914816346,0.6866666666666666,21
PO01881,SUP016,2023-12-23,2024-01-02,414,GR01881,2024-01-02,410,1,PD Setiawan,280.5,Services,Domestic,0,10,0.9903381642512076,0.0024390243902439,0,2023,12,4,10.655172413793103,0.2206896551724138,0.6551724137931034,0.00115752742335312,0.7793103448275862,10
PO00649,SUP012,2023-12-23,2024-01-06,162,GR00649,2024-01-06,157,2,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,0.9691358024691358,0.0127388535031847,0,2023,12,4,14.772727272727273,0.25757575757575757,0.7727272727272727,0.011294528349250233,0.7424242424242424,14
PO02146,SUP014,2023-12-23,2024-01-17,325,GR02146,2024-01-21,322,1,PT Gunawan Wijayanti,405.49,Chemical,Asia,4,29,0.9907692307692308,0.0031055900621118,1,2023,12,4,26.553030303030305,0.4015151515151515,1.553030303030303,0.011634833683085972,0.5984848484848485,25
PO05326,SUP002,2023-12-23,2023-12-30,681,GR05326,2024-01-01,676,0,CV Mandala Jailani,78.37,Food,Domestic,2,9,0.9926578560939796,0.0,1,2023,12,4,7.7578125,0.21875,0.7578125,0.001426631947576411,0.78125,7
PO04337,SUP008,2023-12-23,2024-01-17,841,GR04337,2024-01-23,837,6,CV Anggraini,118.02,Chemical,Asia,6,31,0.995243757431629,0.007168458781362,1,2023,12,4,26.141732283464567,0.36220472440944884,1.141732283464567,0.011206020159482603,0.6377952755905512,25
PO00444,SUP012,2023-12-23,2024-01-06,531,GR00444,2024-01-06,531,2,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,1.0,0.0037664783427495,0,2023,12,4,14.766917293233083,0.2556390977443609,0.7669172932330827,0.011305387936873799,0.7443609022556391,14
PO00451,SUP027,2023-12-23,2024-01-13,391,GR00451,2024-01-13,391,7,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,1.0,0.0179028132992327,0,2023,12,4,22.09271523178808,0.31125827814569534,1.0927152317880795,0.010621733549436867,0.6887417218543046,21
PO01201,SUP003,2023-12-23,2024-01-13,59,GR01201,2024-01-14,58,2,Perum Anggraini,372.93,Electronic,Europe,1,22,0.9830508474576272,0.0344827586206896,1,2023,12,4,23.467625899280577,0.8705035971223022,2.4676258992805757,0.0344995145152019,0.1294964028776978,21
PO03713,SUP029,2023-12-24,2023-12-31,69,GR03713,2023-12-31,67,1,PT Mangunsong,439.42,Food,Europe,0,7,0.9710144927536232,0.0149253731343283,0,2023,12,4,8.394160583941606,0.40145985401459855,1.3941605839416058,0.010675495238072237,0.5985401459854014,7
PO06564,SUP017,2023-12-24,2024-01-18,729,GR06564,2024-01-22,725,13,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,4,29,0.9945130315500684,0.0179310344827586,1,2023,12,4,26.233870967741936,0.4274193548387097,1.2338709677419355,0.010816501258098294,0.5725806451612903,25
PO04173,SUP010,2023-12-24,2024-01-14,454,GR04173,2024-01-14,449,2,PT Iswahyudi Tbk,352.09,Electronic,Domestic,0,21,0.9889867841409692,0.0044543429844097,0,2023,12,4,22.393333333333334,0.4066666666666667,1.3933333333333333,0.010938127980189522,0.5933333333333333,21
PO00639,SUP022,2023-12-24,2023-12-31,299,GR00639,2024-01-02,295,5,PT Pradana (Persero) Tbk,140.82,Food,Europe,2,9,0.9866220735785952,0.0169491525423728,1,2023,12,4,8.510948905109489,0.46715328467153283,1.510948905109489,0.011259833150715031,0.5328467153284672,7
PO06959,SUP008,2023-12-24,2024-01-18,573,GR06959,2024-01-26,568,9,CV Anggraini,118.02,Chemical,Asia,8,33,0.9912739965095986,0.0158450704225352,1,2023,12,4,26.1796875,0.3671875,1.1796875,0.011174476711216037,0.6328125,25
PO01084,SUP026,2023-12-24,2024-01-18,567,GR01084,2024-01-19,565,7,CV Prayoga Tbk,345.46,Chemical,Domestic,1,26,0.9964726631393298,0.0123893805309734,1,2023,12,4,25.91111111111111,0.28888888888888886,0.9111111111111111,0.010266835776878914,0.7111111111111111,25
PO00395,SUP004,2023-12-24,2024-01-18,205,GR00395,2024-01-18,200,1,PT Iswahyudi,299.34,Chemical,Domestic,0,25,0.975609756097561,0.005,0,2023,12,4,26.496350364963504,0.40875912408759124,1.4963503649635037,0.01123431662843486,0.5912408759124088,25
PO02499,SUP019,2023-12-24,2024-01-07,969,GR02499,2024-01-10,965,6,Perum Usada,429.11,Packaging,Domestic,3,17,0.9958720330237358,0.0062176165803108,1,2023,12,4,14.819548872180452,0.3233082706766917,0.8195488721804511,0.010552539625871911,0.6766917293233083,14
PO07178,SUP023,2023-12-24,2024-01-14,835,GR07178,2024-01-16,831,24,PD Santoso (Persero) Tbk,321.14,Electronic,Europe,2,23,0.9952095808383232,0.0288808664259927,1,2023,12,4,23.463414634146343,0.8048780487804879,2.4634146341463414,0.03504446569148578,0.19512195121951215,21
PO00581,SUP024,2023-12-24,2024-01-18,799,GR00581,2024-01-22,797,23,Perum Sihotang Prabowo,129.96,Chemical,Europe,4,29,0.9974968710888612,0.0288582183186951,1,2023,12,4,27.857142857142858,0.8571428571428571,2.857142857142857,0.03297396677284354,0.1428571428571429,25
PO07394,SUP013,2023-12-24,2024-01-14,755,GR07394,2024-01-14,752,11,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,0.9960264900662252,0.014627659574468,0,2023,12,4,22.65891472868217,0.4573643410852713,1.6589147286821706,0.010589537559354,0.5426356589147288,21
PO03801,SUP018,2023-12-25,2024-01-15,585,GR03801,2024-01-15,585,10,UD Zulaika Yuliarti,334.02,Electronic,Domestic,0,21,1.0,0.017094017094017,0,2023,12,4,22.189655172413794,0.3275862068965517,1.1896551724137931,0.010938656753781209,0.6724137931034483,21
PO02065,SUP006,2023-12-25,2024-01-01,749,GR02065,2024-01-01,745,6,Perum Napitupulu,304.99,Food,Europe,0,7,0.9946595460614152,0.0080536912751677,0,2023,12,4,8.417910447761194,0.4701492537313433,1.4179104477611941,0.011095151059182438,0.5298507462686567,7
PO02765,SUP001,2023-12-25,2024-01-15,317,GR02765,2024-01-16,314,1,PT Saefullah,373.36,Electronic,Domestic,1,22,0.9905362776025236,0.0031847133757961,1,2023,12,4,22.0,0.291970802919708,1.0,0.011173639983519031,0.708029197080292,21
PO00496,SUP001,2023-12-25,2024-01-15,339,GR00496,2024-01-15,338,2,PT Saefullah,373.36,Electronic,Domestic,0,21,0.9970501474926252,0.0059171597633136,0,2023,12,4,22.0,0.2971014492753623,1.0,0.011115749210999299,0.7028985507246377,21
PO07167,SUP003,2023-12-25,2024-01-15,365,GR07167,2024-01-15,364,10,Perum Anggraini,372.93,Electronic,Europe,0,21,0.9972602739726028,0.0274725274725274,0,2023,12,4,23.457142857142856,0.8714285714285714,2.4571428571428573,0.034499394830241094,0.12857142857142856,21
PO05040,SUP020,2023-12-26,2024-01-16,478,GR05040,2024-01-16,474,8,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,0.99163179916318,0.0168776371308016,0,2023,12,4,22.360902255639097,0.43609022556390975,1.3609022556390977,0.010614932270418036,0.5639097744360902,21
PO02162,SUP007,2023-12-26,2024-01-20,57,GR02162,2024-01-20,52,1,CV Hassanah Rahmawati Tbk,360.85,Chemical,Domestic,0,25,0.912280701754386,0.0192307692307692,0,2023,12,4,26.254777070063696,0.3630573248407643,1.2547770700636942,0.010017581088760353,0.6369426751592357,25
PO04396,SUP009,2023-12-26,2024-01-20,917,GR04396,2024-01-20,917,7,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,1.0,0.0076335877862595,0,2023,12,4,26.2875,0.40625,1.2875,0.010996762460801118,0.59375,25
PO02756,SUP013,2023-12-26,2024-01-16,580,GR02756,2024-01-16,580,10,PT Puspasari Sihombing Tbk,425.27,Electronic,Asia,0,21,1.0,0.0172413793103448,0,2023,12,4,22.646153846153847,0.45384615384615384,1.646153846153846,0.01062060003639334,0.5461538461538462,21
PO05976,SUP004,2023-12-27,2024-01-21,606,GR05976,2024-01-21,604,11,PT Iswahyudi,299.34,Chemical,Domestic,0,25,0.9966996699669968,0.0182119205298013,0,2023,12,4,26.485507246376812,0.4057971014492754,1.4855072463768115,0.011189140420982435,0.5942028985507246,25
PO02183,SUP003,2023-12-27,2024-01-17,647,GR02183,2024-01-17,647,13,Perum Anggraini,372.93,Electronic,Europe,0,21,1.0,0.0200927357032457,0,2023,12,4,23.43971631205674,0.8652482269503546,2.4397163120567376,0.0344495588915339,0.13475177304964536,21
PO00092,SUP032,2023-12-27,2024-01-10,208,GR00092,2024-01-10,204,4,PT Zulaika,130.85,Packaging,Domestic,0,14,0.9807692307692308,0.0196078431372549,0,2023,12,4,15.072368421052632,0.26973684210526316,1.0723684210526316,0.010502622232429239,0.7302631578947368,14
PO07090,SUP030,2023-12-27,2024-01-10,352,GR07090,2024-01-11,352,6,PD Riyanti Haryanto,331.16,Packaging,Domestic,1,15,1.0,0.0170454545454545,1,2023,12,4,14.892086330935252,0.23741007194244604,0.8920863309352518,0.010534911007743598,0.762589928057554,14
PO02046,SUP007,2023-12-28,2024-01-22,137,GR02046,2024-01-22,135,2,CV Hassanah Rahmawati Tbk,360.85,Chemical,Domestic,0,25,0.9854014598540146,0.0148148148148148,0,2023,12,4,26.246835443037973,0.36075949367088606,1.2468354430379747,0.01007589240611484,0.639240506329114,25
PO00529,SUP035,2023-12-28,2024-01-07,86,GR00529,2024-01-07,83,0,Perum Kurniawan Utami,117.47,Services,Asia,0,10,0.9651162790697676,0.0,0,2023,12,4,10.974025974025974,0.3116883116883117,0.974025974025974,0.010430763135340275,0.6883116883116883,10
PO02448,SUP027,2023-12-29,2024-01-19,857,GR02448,2024-01-19,854,10,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9964994165694282,0.0117096018735363,0,2023,12,4,22.085526315789473,0.3092105263157895,1.0855263157894737,0.01066963538989605,0.6907894736842105,21
PO01164,SUP008,2023-12-29,2024-01-23,637,GR01164,2024-01-23,636,9,CV Anggraini,118.02,Chemical,Asia,0,25,0.998430141287284,0.0141509433962264,0,2023,12,4,26.232558139534884,0.37209302325581395,1.2325581395348837,0.01121068286401696,0.627906976744186,25
PO06287,SUP034,2023-12-29,2024-01-23,889,GR06287,2024-01-23,886,16,CV Hasanah Adriansyah Tbk,449.93,Chemical,Asia,0,25,0.9966254218222722,0.0180586907449209,0,2023,12,4,26.586466165413533,0.49624060150375937,1.586466165413534,0.011021536785326835,0.5037593984962406,25
PO06211,SUP020,2023-12-29,2024-01-19,218,GR06211,2024-01-19,216,1,Perum Prasasta Marpaung,146.21,Electronic,Asia,0,21,0.9908256880733946,0.0046296296296296,0,2023,12,4,22.350746268656717,0.43283582089552236,1.3507462686567164,0.010661668873853735,0.5671641791044777,21
PO07172,SUP008,2023-12-29,2024-01-23,678,GR07172,2024-01-29,673,12,CV Anggraini,118.02,Chemical,Asia,6,31,0.9926253687315634,0.0178306092124814,1,2023,12,4,26.223076923076924,0.36923076923076925,1.2230769230769232,0.011233300252726263,0.6307692307692307,25
PO06702,SUP033,2023-12-30,2024-01-24,809,GR06702,2024-01-30,806,29,UD Kusumo Tbk,138.74,Chemical,Europe,6,31,0.9962917181705808,0.0359801488833746,1,2023,12,4,27.279661016949152,0.7372881355932204,2.2796610169491527,0.03278400611998487,0.2627118644067796,25
PO01590,SUP032,2023-12-30,2024-01-13,590,GR01590,2024-01-14,585,3,PT Zulaika,130.85,Packaging,Domestic,1,15,0.9915254237288136,0.0051282051282051,1,2023,12,4,15.065359477124183,0.2679738562091503,1.065359477124183,0.010562133480173198,0.7320261437908497,14
PO01800,SUP032,2023-12-30,2024-01-13,929,GR01800,2024-01-20,926,16,PT Zulaika,130.85,Packaging,Domestic,7,21,0.9967707212055974,0.0172786177105831,1,2023,12,4,15.064935064935066,0.2727272727272727,1.0649350649350648,0.010526848231134443,0.7272727272727273,14
PO06015,SUP029,2023-12-30,2024-01-06,788,GR06015,2024-01-06,788,9,PT Mangunsong,439.42,Food,Europe,0,7,1.0,0.0114213197969543,0,2023,12,4,8.384057971014492,0.39855072463768115,1.3840579710144927,0.010706291454711773,0.6014492753623188,7
PO07416,SUP019,2023-12-30,2024-01-13,232,GR07416,2024-01-13,227,1,Perum Usada,429.11,Packaging,Domestic,0,14,0.978448275862069,0.0044052863436123,0,2023,12,4,14.835820895522389,0.3283582089552239,0.835820895522388,0.010520189453890112,0.6716417910447761,14
PO00839,SUP032,2023-12-30,2024-01-13,246,GR00839,2024-01-14,244,3,PT Zulaika,130.85,Packaging,Domestic,1,15,0.991869918699187,0.0122950819672131,1,2023,12,4,15.103225806451613,0.27741935483870966,1.103225806451613,0.01057040803422766,0.7225806451612904,14
PO01740,SUP006,2023-12-30,2024-01-06,304,GR01740,2024-01-06,302,4,Perum Napitupulu,304.99,Food,Europe,0,7,0.993421052631579,0.0132450331125827,0,2023,12,4,8.407407407407407,0.4666666666666667,1.4074074074074074,0.011072621727448995,0.5333333333333333,7
PO07419,SUP015,2023-12-30,2024-01-09,905,GR07419,2024-01-11,900,7,UD Hutapea Pradipta,71.16,Services,Europe,2,12,0.994475138121547,0.0077777777777777,1,2023,12,4,11.385245901639344,0.4344262295081967,1.3852459016393444,0.011140054649571471,0.5655737704918034,10
PO00806,SUP010,2023-12-31,2024-01-21,113,GR00806,2024-01-21,109,0,PT Iswahyudi Tbk,352.09,Electronic,Domestic,0,21,0.9646017699115044,0.0,0,2023,12,4,22.3841059602649,0.40397350993377484,1.3841059602649006,0.010895189006707537,0.5960264900662251,21
PO01016,SUP006,2023-12-31,2024-01-07,117,GR01016,2024-01-09,117,1,Perum Napitupulu,304.99,Food,Europe,2,9,1.0,0.0085470085470085,1,2023,12,4,8.397058823529411,0.4632352941176471,1.3970588235294117,0.011088595340574978,0.5367647058823529,7
PO02767,SUP033,2023-12-31,2024-01-25,159,GR02767,2024-01-26,159,5,UD Kusumo Tbk,138.74,Chemical,Europe,1,26,1.0,0.0314465408805031,1,2023,12,4,27.310924369747898,0.7394957983193278,2.310924369747899,0.03281086446253436,0.26050420168067223,25
PO05364,SUP028,2023-12-31,2024-01-14,230,GR05364,2024-01-14,228,0,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,0.991304347826087,0.0,0,2023,12,4,14.87037037037037,0.2839506172839506,0.8703703703703703,0.004688424798763318,0.7160493827160495,14
PO04783,SUP027,2023-12-31,2024-01-21,162,GR04783,2024-01-21,158,1,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9753086419753086,0.0063291139240506,0,2023,12,4,22.07843137254902,0.30718954248366015,1.0784313725490196,0.01067643255645579,0.6928104575163399,21
PO00746,SUP017,2023-12-31,2024-01-25,346,GR00746,2024-01-25,342,3,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,0,25,0.9884393063583816,0.0087719298245614,0,2023,12,4,26.256,0.432,1.256,0.010873417523895576,0.5680000000000001,25
PO00879,SUP029,2024-01-01,2024-01-08,955,GR00879,2024-01-08,953,6,PT Mangunsong,439.42,Food,Europe,0,7,0.9979057591623036,0.0062959076600209,0,2024,1,1,8.37410071942446,0.39568345323741005,1.3741007194244603,0.010711435543504885,0.60431654676259,7
PO07179,SUP005,2024-01-01,2024-01-22,720,GR07179,2024-01-23,718,11,CV Mayasari Suartini,55.91,Electronic,Domestic,1,22,0.9972222222222222,0.0153203342618384,1,2024,1,1,21.96825396825397,0.31746031746031744,0.9682539682539683,0.009709110329651036,0.6825396825396826,21
PO00558,SUP020,2024-01-01,2024-01-22,704,GR00558,2024-01-24,702,13,Perum Prasasta Marpaung,146.21,Electronic,Asia,2,23,0.9971590909090908,0.0185185185185185,1,2024,1,1,22.340740740740742,0.42962962962962964,1.3407407407407408,0.010616987101674297,0.5703703703703704,21
PO00868,SUP031,2024-01-01,2024-01-11,945,GR00868,2024-01-13,942,5,PD Riyanti Hastuti Tbk,234.84,Services,Europe,2,12,0.9968253968253968,0.0053078556263269,1,2024,1,1,11.140939597315436,0.3959731543624161,1.1409395973154361,0.011186049285436978,0.6040268456375839,10
PO01857,SUP004,2024-01-01,2024-01-26,495,GR01857,2024-01-27,490,6,PT Iswahyudi,299.34,Chemical,Domestic,1,26,0.98989898989899,0.0122448979591836,1,2024,1,1,26.47482014388489,0.4028776978417266,1.474820143884892,0.011239664018887607,0.5971223021582734,25
PO04487,SUP032,2024-01-01,2024-01-15,518,GR04487,2024-01-15,516,9,PT Zulaika,130.85,Packaging,Domestic,0,14,0.996138996138996,0.0174418604651162,0,2024,1,1,15.102564102564102,0.28205128205128205,1.1025641025641026,0.010581463636362183,0.717948717948718,14
PO06106,SUP003,2024-01-01,2024-01-22,627,GR06106,2024-01-25,624,21,Perum Anggraini,372.93,Electronic,Europe,3,24,0.9952153110047848,0.0336538461538461,1,2024,1,1,23.422535211267604,0.8591549295774648,2.4225352112676055,0.034348454502883985,0.14084507042253525,21
PO02203,SUP008,2024-01-02,2024-01-27,531,GR02203,2024-01-27,528,6,CV Anggraini,118.02,Chemical,Asia,0,25,0.9943502824858758,0.0113636363636363,0,2024,1,1,26.259541984732824,0.37404580152671757,1.2595419847328244,0.01128366138982363,0.6259541984732824,25
PO04156,SUP019,2024-01-02,2024-01-16,620,GR04156,2024-01-16,618,5,Perum Usada,429.11,Packaging,Domestic,0,14,0.9967741935483873,0.0080906148867313,0,2024,1,1,14.829629629629629,0.32592592592592595,0.8296296296296296,0.010474893875295462,0.674074074074074,14
PO06912,SUP028,2024-01-02,2024-01-16,636,GR06912,2024-01-16,633,2,Perum Lailasari Iswahyudi,141.19,Packaging,Asia,0,14,0.9952830188679244,0.0031595576619273,0,2024,1,1,14.865030674846626,0.2822085889570552,0.8650306748466258,0.004659661456439617,0.7177914110429449,14
PO04466,SUP003,2024-01-02,2024-01-23,180,GR04466,2024-01-25,178,7,Perum Anggraini,372.93,Electronic,Europe,2,23,0.9888888888888888,0.0393258426966292,1,2024,1,1,23.426573426573427,0.8601398601398601,2.4265734265734267,0.03434359710184176,0.1398601398601399,21
PO03579,SUP033,2024-01-02,2024-01-27,484,GR03579,2024-01-28,483,21,UD Kusumo Tbk,138.74,Chemical,Europe,1,26,0.9979338842975206,0.0434782608695652,1,2024,1,1,27.3,0.7416666666666667,2.3,0.03279949509935077,0.2583333333333333,25
PO07142,SUP008,2024-01-02,2024-01-27,952,GR07142,2024-01-27,947,12,CV Anggraini,118.02,Chemical,Asia,0,25,0.994747899159664,0.0126715945089757,0,2024,1,1,26.25,0.3712121212121212,1.25,0.011284267260837363,0.6287878787878788,25
PO02524,SUP025,2024-01-02,2024-01-12,739,GR02524,2024-01-15,736,5,PD Yuniar Haryanti (Persero) Tbk,142.27,Services,Asia,3,13,0.9959404600811907,0.0067934782608695,1,2024,1,1,11.047619047619047,0.30952380952380953,1.0476190476190477,0.010622766220364203,0.6904761904761905,10
PO00304,SUP002,2024-01-02,2024-01-09,303,GR00304,2024-01-09,300,0,CV Mandala Jailani,78.37,Food,Domestic,0,7,0.99009900990099,0.0,0,2024,1,1,7.767441860465116,0.2248062015503876,0.7674418604651163,0.0014155727851920977,0.7751937984496124,7
PO06532,SUP014,2024-01-02,2024-01-27,405,GR06532,2024-01-27,403,6,PT Gunawan Wijayanti,405.49,Chemical,Asia,0,25,0.9950617283950616,0.0148883374689826,0,2024,1,1,26.571428571428573,0.40601503759398494,1.5714285714285714,0.011570704031800452,0.5939849624060151,25
PO05458,SUP022,2024-01-03,2024-01-10,80,GR05458,2024-01-13,75,0,PT Pradana (Persero) Tbk,140.82,Food,Europe,3,10,0.9375,0.0,1,2024,1,1,8.514492753623188,0.47101449275362317,1.5144927536231885,0.011301060102828492,0.5289855072463768,7
PO02319,SUP027,2024-01-03,2024-01-24,714,GR02319,2024-01-24,713,4,Perum Wacana Tarihoran (Persero) Tbk,412.68,Electronic,Domestic,0,21,0.9985994397759104,0.005610098176718,0,2024,1,1,22.071428571428573,0.3051948051948052,1.0714285714285714,0.010648203214686926,0.6948051948051948,21
PO03932,SUP035,2024-01-03,2024-01-13,971,GR03932,2024-01-13,971,8,Perum Kurniawan Utami,117.47,Services,Asia,0,10,1.0,0.0082389289392378,0,2024,1,1,10.96774193548387,0.3096774193548387,0.967741935483871,0.010363467889305821,0.6903225806451613,10
PO01191,SUP004,2024-01-03,2024-01-28,979,GR01191,2024-01-28,979,13,PT Iswahyudi,299.34,Chemical,Domestic,0,25,1.0,0.0132788559754851,0,2024,1,1,26.47142857142857,0.40714285714285714,1.4714285714285715,0.011246844261318292,0.5928571428571429,25
PO05604,SUP006,2024-01-03,2024-01-10,846,GR05604,2024-01-12,846,4,Perum Napitupulu,304.99,Food,Europe,2,9,1.0,0.0047281323877068,1,2024,1,1,8.401459854014599,0.46715328467153283,1.4014598540145986,0.011070043612154783,0.5328467153284672,7
PO05811,SUP031,2024-01-03,2024-01-13,346,GR05811,2024-01-14,341,4,PD Riyanti Hastuti Tbk,234.84,Services,Europe,1,11,0.9855491329479767,0.0117302052785923,1,2024,1,1,11.146666666666667,0.4,1.1466666666666667,0.01114686132770958,0.6,10
PO03685,SUP012,2024-01-03,2024-01-17,967,GR03685,2024-01-17,967,12,PT Haryanti (Persero) Tbk,55.45,Packaging,Domestic,0,14,1.0,0.0124095139607032,0,2024,1,1,14.761194029850746,0.2537313432835821,0.7611940298507462,0.011249127417514663,0.7462686567164178,14
PO02586,SUP017,2024-01-04,2024-01-29,801,GR02586,2024-01-30,798,10,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,1,26,0.99625468164794,0.012531328320802,1,2024,1,1,26.246031746031747,0.42857142857142855,1.246031746031746,0.010856739050091336,0.5714285714285714,25
PO00950,SUP026,2024-01-04,2024-01-29,811,GR00950,2024-01-31,807,9,CV Prayoga Tbk,345.46,Chemical,Domestic,2,27,0.995067817509248,0.0111524163568773,1,2024,1,1,25.91176470588235,0.29411764705882354,0.9117647058823529,0.010282442723600196,0.7058823529411764,25
PO04494,SUP033,2024-01-04,2024-01-29,892,GR04494,2024-01-29,891,39,UD Kusumo Tbk,138.74,Chemical,Europe,0,25,0.9988789237668162,0.0437710437710437,0,2024,1,1,27.289256198347108,0.743801652892562,2.2892561983471076,0.03288774936191452,0.25619834710743805,25
PO05317,SUP009,2024-01-04,2024-01-29,390,GR05317,2024-01-29,388,3,UD Mangunsong (Persero) Tbk,406.62,Chemical,Asia,0,25,0.9948717948717948,0.0077319587628865,0,2024,1,1,26.279503105590063,0.40372670807453415,1.279503105590062,0.010975873177108313,0.5962732919254659,25
PO01797,SUP005,2024-01-04,2024-01-25,558,GR01797,2024-01-28,553,7,CV Mayasari Suartini,55.91,Electronic,Domestic,3,24,0.9910394265232976,0.0126582278481012,1,2024,1,1,21.968503937007874,0.3228346456692913,0.968503937007874,0.00975329319525881,0.6771653543307087,21
PO02401,SUP033,2024-01-04,2024-01-29,849,GR02401,2024-02-02,844,33,UD Kusumo Tbk,138.74,Chemical,Europe,4,29,0.994110718492344,0.0390995260663507,1,2024,1,1,27.270491803278688,0.7377049180327869,2.2704918032786887,0.03297695669313689,0.2622950819672131,25
PO07401,SUP006,2024-01-04,2024-01-11,629,GR07401,2024-01-11,626,5,Perum Napitupulu,304.99,Food,Europe,0,7,0.9952305246422892,0.0079872204472843,0,2024,1,1,8.405797101449275,0.47101449275362317,1.4057971014492754,0.011024087733716756,0.5289855072463768,7
PO00993,SUP017,2024-01-05,2024-01-30,770,GR00993,2024-01-30,767,11,UD Marpaung Uwais Tbk,292.9,Chemical,Asia,0,25,0.9961038961038962,0.014341590612777,0,2024,1,1,26.244094488188978,0.4330708661417323,1.2440944881889764,0.010869924792380397,0.5669291338582677,25
